,sl,time,light
1446,1446,2018-06-17 17:34:25.176661,644.0
1447,1447,2018-06-17 17:34:26.176020,644.0
1448,1448,2018-06-17 17:34:27.175372,644.0
1449,1449,2018-06-17 17:34:28.178821,646.0
1450,1450,2018-06-17 17:34:29.178198,647.0
1451,1451,2018-06-17 17:34:30.177505,649.0
1452,1452,2018-06-17 17:34:31.176904,651.0
1453,1453,2018-06-17 17:34:32.180355,652.0
1454,1454,2018-06-17 17:34:33.179708,654.0
1455,1455,2018-06-17 17:34:34.179083,656.0
1456,1456,2018-06-17 17:34:35.178444,659.0
1457,1457,2018-06-17 17:34:36.181915,660.0
1458,1458,2018-06-17 17:34:37.181286,663.0
1459,1459,2018-06-17 17:34:38.180642,666.0
1460,1460,2018-06-17 17:34:39.180004,669.0
1461,1461,2018-06-17 17:34:40.183450,676.0
1462,1462,2018-06-17 17:34:41.182809,682.0
1463,1463,2018-06-17 17:34:42.182204,688.0
1464,1464,2018-06-17 17:34:43.181522,694.0
1465,1465,2018-06-17 17:34:44.180897,700.0
1466,1466,2018-06-17 17:34:45.184369,703.0
1467,1467,2018-06-17 17:34:46.183739,708.0
1468,1468,2018-06-17 17:34:47.183097,709.0
1469,1469,2018-06-17 17:34:48.182413,706.0
1470,1470,2018-06-17 17:34:49.185865,705.0
1471,1471,2018-06-17 17:34:50.185227,703.0
1472,1472,2018-06-17 17:34:51.184590,698.0
1473,1473,2018-06-17 17:34:52.183946,695.0
1474,1474,2018-06-17 17:34:53.187464,689.0
1475,1475,2018-06-17 17:34:54.186831,684.0
1476,1476,2018-06-17 17:34:55.186192,678.0
1477,1477,2018-06-17 17:34:56.185547,672.0
1478,1478,2018-06-17 17:34:57.188997,667.0
1479,1479,2018-06-17 17:34:58.188354,661.0
1480,1480,2018-06-17 17:34:59.187735,656.0
1481,1481,2018-06-17 17:35:00.187082,652.0
1482,1482,2018-06-17 17:35:01.186439,647.0
1483,1483,2018-06-17 17:35:02.189915,644.0
1484,1484,2018-06-17 17:35:03.189289,643.0
1485,1485,2018-06-17 17:35:04.188645,642.0
1486,1486,2018-06-17 17:35:05.188004,641.0
1487,1487,2018-06-17 17:35:06.191449,641.0
1488,1488,2018-06-17 17:35:07.190841,641.0
1489,1489,2018-06-17 17:35:08.190170,641.0
1490,1490,2018-06-17 17:35:09.189541,642.0
1491,1491,2018-06-17 17:35:10.192971,643.0
1492,1492,2018-06-17 17:35:11.192373,644.0
1493,1493,2018-06-17 17:35:12.191734,644.0
1494,1494,2018-06-17 17:35:13.191095,646.0
1495,1495,2018-06-17 17:35:14.194542,648.0
1496,1496,2018-06-17 17:35:15.193900,651.0
1497,1497,2018-06-17 17:35:16.193294,654.0
1498,1498,2018-06-17 17:35:17.192626,657.0
1499,1499,2018-06-17 17:35:18.191984,661.0
1500,1500,2018-06-17 17:35:19.195460,664.0
1501,1501,2018-06-17 17:35:20.194830,668.0
1502,1502,2018-06-17 17:35:21.194188,675.0
1503,1503,2018-06-17 17:35:22.193550,681.0
1504,1504,2018-06-17 17:35:23.196992,687.0
1505,1505,2018-06-17 17:35:24.196362,693.0
1506,1506,2018-06-17 17:35:25.195717,699.0
1507,1507,2018-06-17 17:35:26.195074,703.0
1508,1508,2018-06-17 17:35:27.198509,707.0
1509,1509,2018-06-17 17:35:28.197919,709.0
1510,1510,2018-06-17 17:35:29.197280,707.0
1511,1511,2018-06-17 17:35:30.196637,706.0
1512,1512,2018-06-17 17:35:31.200085,705.0
1513,1513,2018-06-17 17:35:32.199443,703.0
1514,1514,2018-06-17 17:35:33.198831,699.0
1515,1515,2018-06-17 17:35:34.198173,696.0
1516,1516,2018-06-17 17:35:35.197525,690.0
1517,1517,2018-06-17 17:35:36.201002,685.0
1518,1518,2018-06-17 17:35:37.200374,680.0
1519,1519,2018-06-17 17:35:38.199692,676.0
1520,1520,2018-06-17 17:35:39.199113,670.0
1521,1521,2018-06-17 17:35:40.202537,664.0
1522,1522,2018-06-17 17:35:41.201908,659.0
1523,1523,2018-06-17 17:35:42.201261,653.0
1524,1524,2018-06-17 17:35:43.200621,649.0
1525,1525,2018-06-17 17:35:44.204146,644.0
1526,1526,2018-06-17 17:35:45.203467,642.0
1527,1527,2018-06-17 17:35:46.202825,640.0
1528,1528,2018-06-17 17:35:47.202184,640.0
1529,1529,2018-06-17 17:35:48.205631,641.0
1530,1530,2018-06-17 17:35:49.204989,643.0
1531,1531,2018-06-17 17:35:50.204357,645.0
1532,1532,2018-06-17 17:35:51.203719,650.0
1533,1533,2018-06-17 17:35:52.203042,654.0
1534,1534,2018-06-17 17:35:53.206503,659.0
1535,1535,2018-06-17 17:35:54.205923,665.0
1536,1536,2018-06-17 17:35:55.205267,675.0
1537,1537,2018-06-17 17:35:56.204633,686.0
1538,1538,2018-06-17 17:35:57.208090,696.0
1539,1539,2018-06-17 17:35:58.207451,705.0
1540,1540,2018-06-17 17:35:59.206807,706.0
1541,1541,2018-06-17 17:36:00.206167,706.0
1542,1542,2018-06-17 17:36:01.209638,704.0
1543,1543,2018-06-17 17:36:02.209004,698.0
1544,1544,2018-06-17 17:36:03.208337,687.0
1545,1545,2018-06-17 17:36:04.207701,677.0
1546,1546,2018-06-17 17:36:05.211170,666.0
1547,1547,2018-06-17 17:36:06.210530,656.0
1548,1548,2018-06-17 17:36:07.209897,648.0
1549,1549,2018-06-17 17:36:08.209261,643.0
1550,1550,2018-06-17 17:36:09.208616,640.0
1551,1551,2018-06-17 17:36:10.212092,640.0
1552,1552,2018-06-17 17:36:11.211453,641.0
1553,1553,2018-06-17 17:36:12.210788,642.0
1554,1554,2018-06-17 17:36:13.210147,645.0
1555,1555,2018-06-17 17:36:14.213621,648.0
1556,1556,2018-06-17 17:36:15.212986,654.0
1557,1557,2018-06-17 17:36:16.212353,658.0
1558,1558,2018-06-17 17:36:17.211711,665.0
1559,1559,2018-06-17 17:36:18.215164,675.0
1560,1560,2018-06-17 17:36:19.214529,686.0
1561,1561,2018-06-17 17:36:20.213882,696.0
1562,1562,2018-06-17 17:36:21.213243,703.0
1563,1563,2018-06-17 17:36:22.216717,707.0
1564,1564,2018-06-17 17:36:23.216081,705.0
1565,1565,2018-06-17 17:36:24.215487,703.0
1566,1566,2018-06-17 17:36:25.214796,698.0
1567,1567,2018-06-17 17:36:26.214155,688.0
1568,1568,2018-06-17 17:36:27.217607,679.0
1569,1569,2018-06-17 17:36:28.216992,668.0
1570,1570,2018-06-17 17:36:29.216336,658.0
1571,1571,2018-06-17 17:36:30.215686,650.0
1572,1572,2018-06-17 17:36:31.219163,643.0
1573,1573,2018-06-17 17:36:32.218554,640.0
1574,1574,2018-06-17 17:36:33.217887,639.0
1575,1575,2018-06-17 17:36:34.217197,639.0
1576,1576,2018-06-17 17:36:35.220692,641.0
1577,1577,2018-06-17 17:36:36.220064,643.0
1578,1578,2018-06-17 17:36:37.219415,647.0
1579,1579,2018-06-17 17:36:38.218777,652.0
1580,1580,2018-06-17 17:36:39.222254,658.0
1581,1581,2018-06-17 17:36:40.221619,664.0
1582,1582,2018-06-17 17:36:41.220985,675.0
1583,1583,2018-06-17 17:36:42.220342,686.0
1584,1584,2018-06-17 17:36:43.219695,697.0
1585,1585,2018-06-17 17:36:44.223100,704.0
1586,1586,2018-06-17 17:36:45.222517,705.0
1587,1587,2018-06-17 17:36:46.221862,704.0
1588,1588,2018-06-17 17:36:47.221228,702.0
1589,1589,2018-06-17 17:36:48.224704,695.0
1590,1590,2018-06-17 17:36:49.224074,685.0
1591,1591,2018-06-17 17:36:50.223434,675.0
1592,1592,2018-06-17 17:36:51.222784,666.0
1593,1593,2018-06-17 17:36:52.226232,658.0
1594,1594,2018-06-17 17:36:53.225601,650.0
1595,1595,2018-06-17 17:36:54.224958,643.0
1596,1596,2018-06-17 17:36:55.224314,640.0
1597,1597,2018-06-17 17:36:56.227792,639.0
1598,1598,2018-06-17 17:36:57.227170,637.0
1599,1599,2018-06-17 17:36:58.226518,640.0
1600,1600,2018-06-17 17:36:59.225881,641.0
1601,1601,2018-06-17 17:37:00.225232,645.0
1602,1602,2018-06-17 17:37:01.228683,650.0
1603,1603,2018-06-17 17:37:02.228056,655.0
1604,1604,2018-06-17 17:37:03.227416,662.0
1605,1605,2018-06-17 17:37:04.226822,671.0
1606,1606,2018-06-17 17:37:05.230242,682.0
1607,1607,2018-06-17 17:37:06.229610,693.0
1608,1608,2018-06-17 17:37:07.228967,701.0
1609,1609,2018-06-17 17:37:08.228327,706.0
1610,1610,2018-06-17 17:37:09.231772,705.0
1611,1611,2018-06-17 17:37:10.231138,703.0
1612,1612,2018-06-17 17:37:11.230504,700.0
1613,1613,2018-06-17 17:37:12.229833,691.0
1614,1614,2018-06-17 17:37:13.233331,681.0
1615,1615,2018-06-17 17:37:14.232698,672.0
1616,1616,2018-06-17 17:37:15.232042,664.0
1617,1617,2018-06-17 17:37:16.231414,655.0
1618,1618,2018-06-17 17:37:17.230779,640.0
1619,1619,2018-06-17 17:37:18.234220,639.0
1620,1620,2018-06-17 17:37:19.233588,636.0
1621,1621,2018-06-17 17:37:20.232947,632.0
1622,1622,2018-06-17 17:37:21.232302,634.0
1623,1623,2018-06-17 17:37:22.235776,635.0
1624,1624,2018-06-17 17:37:23.235146,633.0
1625,1625,2018-06-17 17:37:24.234503,639.0
1626,1626,2018-06-17 17:37:25.233870,643.0
1627,1627,2018-06-17 17:37:26.237305,648.0
1628,1628,2018-06-17 17:37:27.236665,653.0
1629,1629,2018-06-17 17:37:28.236036,659.0
1630,1630,2018-06-17 17:37:29.235344,671.0
1631,1631,2018-06-17 17:37:30.238870,684.0
1632,1632,2018-06-17 17:37:31.238239,696.0
1633,1633,2018-06-17 17:37:32.237590,707.0
1634,1634,2018-06-17 17:37:33.236953,713.0
1635,1635,2018-06-17 17:37:34.236316,712.0
1636,1636,2018-06-17 17:37:35.239753,711.0
1637,1637,2018-06-17 17:37:36.239127,704.0
1638,1638,2018-06-17 17:37:37.238487,691.0
1639,1639,2018-06-17 17:37:38.237844,676.0
1640,1640,2018-06-17 17:37:39.241317,662.0
1641,1641,2018-06-17 17:37:40.240685,648.0
1642,1642,2018-06-17 17:37:41.240041,640.0
1643,1643,2018-06-17 17:37:42.239375,636.0
1644,1644,2018-06-17 17:37:43.242847,635.0
1645,1645,2018-06-17 17:37:44.242214,636.0
1646,1646,2018-06-17 17:37:45.241568,639.0
1647,1647,2018-06-17 17:37:46.240932,644.0
1648,1648,2018-06-17 17:37:47.244404,652.0
1649,1649,2018-06-17 17:37:48.243770,664.0
1650,1650,2018-06-17 17:37:49.243113,685.0
1651,1651,2018-06-17 17:37:50.242488,703.0
1652,1652,2018-06-17 17:37:51.241821,712.0
1653,1653,2018-06-17 17:37:52.245294,711.0
1654,1654,2018-06-17 17:37:53.244662,708.0
1655,1655,2018-06-17 17:37:54.244021,696.0
1656,1656,2018-06-17 17:37:55.243377,680.0
1657,1657,2018-06-17 17:37:56.246851,665.0
1658,1658,2018-06-17 17:37:57.246244,651.0
1659,1659,2018-06-17 17:37:58.245555,641.0
1660,1660,2018-06-17 17:37:59.244909,637.0
1661,1661,2018-06-17 17:38:00.248385,634.0
1662,1662,2018-06-17 17:38:01.247757,635.0
1663,1663,2018-06-17 17:38:02.247108,636.0
1664,1664,2018-06-17 17:38:03.246471,640.0
1665,1665,2018-06-17 17:38:04.249874,646.0
1666,1666,2018-06-17 17:38:05.249308,654.0
1667,1667,2018-06-17 17:38:06.248645,669.0
1668,1668,2018-06-17 17:38:07.247952,687.0
1669,1669,2018-06-17 17:38:08.247361,705.0
1670,1670,2018-06-17 17:38:09.250833,711.0
1671,1671,2018-06-17 17:38:10.250199,711.0
1672,1672,2018-06-17 17:38:11.249559,707.0
1673,1673,2018-06-17 17:38:12.248917,698.0
1674,1674,2018-06-17 17:38:13.252363,681.0
1675,1675,2018-06-17 17:38:14.251736,664.0
1676,1676,2018-06-17 17:38:15.251086,649.0
1677,1677,2018-06-17 17:38:16.250450,640.0
1678,1678,2018-06-17 17:38:17.253919,636.0
1679,1679,2018-06-17 17:38:18.253288,633.0
1680,1680,2018-06-17 17:38:19.252601,634.0
1681,1681,2018-06-17 17:38:20.251999,635.0
1682,1682,2018-06-17 17:38:21.255451,639.0
1683,1683,2018-06-17 17:38:22.254816,645.0
1684,1684,2018-06-17 17:38:23.254134,651.0
1685,1685,2018-06-17 17:38:24.253537,660.0
1686,1686,2018-06-17 17:38:25.252889,677.0
1687,1687,2018-06-17 17:38:26.256368,694.0
1688,1688,2018-06-17 17:38:27.255734,708.0
1689,1689,2018-06-17 17:38:28.255092,711.0
1690,1690,2018-06-17 17:38:29.254505,711.0
1691,1691,2018-06-17 17:38:30.257898,707.0
1692,1692,2018-06-17 17:38:31.257220,693.0
1693,1693,2018-06-17 17:38:32.256623,676.0
1694,1694,2018-06-17 17:38:33.255976,661.0
1695,1695,2018-06-17 17:38:34.259411,646.0
1696,1696,2018-06-17 17:38:35.258816,639.0
1697,1697,2018-06-17 17:38:36.258175,635.0
1698,1698,2018-06-17 17:38:37.257566,633.0
1699,1699,2018-06-17 17:38:38.260985,635.0
1700,1700,2018-06-17 17:38:39.260350,637.0
1701,1701,2018-06-17 17:38:40.259668,644.0
1702,1702,2018-06-17 17:38:41.259096,651.0
1703,1703,2018-06-17 17:38:42.258429,664.0
1704,1704,2018-06-17 17:38:43.261901,685.0
1705,1705,2018-06-17 17:38:44.261269,702.0
1706,1706,2018-06-17 17:38:45.260626,712.0
1707,1707,2018-06-17 17:38:46.259984,710.0
1708,1708,2018-06-17 17:38:47.263432,708.0
1709,1709,2018-06-17 17:38:48.262802,697.0
1710,1710,2018-06-17 17:38:49.262156,679.0
1711,1711,2018-06-17 17:38:50.261511,664.0
1712,1712,2018-06-17 17:38:51.264988,650.0
1713,1713,2018-06-17 17:38:52.264368,641.0
1714,1714,2018-06-17 17:38:53.263729,637.0
1715,1715,2018-06-17 17:38:54.263074,634.0
1716,1716,2018-06-17 17:38:55.266519,634.0
1717,1717,2018-06-17 17:38:56.265843,635.0
1718,1718,2018-06-17 17:38:57.265202,638.0
1719,1719,2018-06-17 17:38:58.264598,643.0
1720,1720,2018-06-17 17:38:59.263958,648.0
1721,1721,2018-06-17 17:39:00.267433,656.0
1722,1722,2018-06-17 17:39:01.266802,670.0
1723,1723,2018-06-17 17:39:02.266161,687.0
1724,1724,2018-06-17 17:39:03.265518,701.0
1725,1725,2018-06-17 17:39:04.268966,710.0
1726,1726,2018-06-17 17:39:05.268335,711.0
1727,1727,2018-06-17 17:39:06.267692,710.0
1728,1728,2018-06-17 17:39:07.267047,706.0
1729,1729,2018-06-17 17:39:08.270522,693.0
1730,1730,2018-06-17 17:39:09.269857,679.0
1731,1731,2018-06-17 17:39:10.269241,665.0
1732,1732,2018-06-17 17:39:11.268601,652.0
1733,1733,2018-06-17 17:39:12.272014,642.0
1734,1734,2018-06-17 17:39:13.271420,638.0
1735,1735,2018-06-17 17:39:14.270738,634.0
1736,1736,2018-06-17 17:39:15.270135,633.0
1737,1737,2018-06-17 17:39:16.269494,634.0
1738,1738,2018-06-17 17:39:17.272947,636.0
1739,1739,2018-06-17 17:39:18.272335,641.0
1740,1740,2018-06-17 17:39:19.271691,647.0
1741,1741,2018-06-17 17:39:20.271020,653.0
1742,1742,2018-06-17 17:39:21.274503,664.0
1743,1743,2018-06-17 17:39:22.273917,681.0
1744,1744,2018-06-17 17:39:23.273223,697.0
1745,1745,2018-06-17 17:39:24.272581,709.0
1746,1746,2018-06-17 17:39:25.276055,711.0
1747,1747,2018-06-17 17:39:26.275430,710.0
1748,1748,2018-06-17 17:39:27.274778,705.0
1749,1749,2018-06-17 17:39:28.274141,690.0
1750,1750,2018-06-17 17:39:29.277584,674.0
1751,1751,2018-06-17 17:39:30.276976,658.0
1752,1752,2018-06-17 17:39:31.276312,644.0
1753,1753,2018-06-17 17:39:32.275662,639.0
1754,1754,2018-06-17 17:39:33.275021,635.0
1755,1755,2018-06-17 17:39:34.278499,634.0
1756,1756,2018-06-17 17:39:35.277865,635.0
1757,1757,2018-06-17 17:39:36.277229,637.0
1758,1758,2018-06-17 17:39:37.276574,642.0
1759,1759,2018-06-17 17:39:38.279998,649.0
1760,1760,2018-06-17 17:39:39.279394,656.0
1761,1761,2018-06-17 17:39:40.278749,672.0
1762,1762,2018-06-17 17:39:41.278112,689.0
1763,1763,2018-06-17 17:39:42.281580,704.0
1764,1764,2018-06-17 17:39:43.280955,711.0
1765,1765,2018-06-17 17:39:44.280291,711.0
1766,1766,2018-06-17 17:39:45.279643,709.0
1767,1767,2018-06-17 17:39:46.283117,701.0
1768,1768,2018-06-17 17:39:47.282483,686.0
1769,1769,2018-06-17 17:39:48.281837,672.0
1770,1770,2018-06-17 17:39:49.281160,660.0
1771,1771,2018-06-17 17:39:50.280554,648.0
1772,1772,2018-06-17 17:39:51.284035,641.0
1773,1773,2018-06-17 17:39:52.283399,638.0
1774,1774,2018-06-17 17:39:53.282761,635.0
1775,1775,2018-06-17 17:39:54.282090,634.0
1776,1776,2018-06-17 17:39:55.285584,634.0
1777,1777,2018-06-17 17:39:56.284935,636.0
1778,1778,2018-06-17 17:39:57.284286,637.0
1779,1779,2018-06-17 17:39:58.283642,641.0
1780,1780,2018-06-17 17:39:59.287095,645.0
1781,1781,2018-06-17 17:40:00.286463,651.0
1782,1782,2018-06-17 17:40:01.285813,658.0
1783,1783,2018-06-17 17:40:02.285231,672.0
1784,1784,2018-06-17 17:40:03.288651,687.0
1785,1785,2018-06-17 17:40:04.288014,702.0
1786,1786,2018-06-17 17:40:05.287322,711.0
1787,1787,2018-06-17 17:40:06.286729,711.0
1788,1788,2018-06-17 17:40:07.286088,710.0
1789,1789,2018-06-17 17:40:08.289584,704.0
1790,1790,2018-06-17 17:40:09.288961,691.0
1791,1791,2018-06-17 17:40:10.288286,676.0
1792,1792,2018-06-17 17:40:11.287623,663.0
1793,1793,2018-06-17 17:40:12.291101,651.0
1794,1794,2018-06-17 17:40:13.290459,641.0
1795,1795,2018-06-17 17:40:14.289863,638.0
1796,1796,2018-06-17 17:40:15.289221,634.0
1797,1797,2018-06-17 17:40:16.292637,633.0
1798,1798,2018-06-17 17:40:17.291995,634.0
1799,1799,2018-06-17 17:40:18.291373,636.0
1800,1800,2018-06-17 17:40:19.290701,639.0
1801,1801,2018-06-17 17:40:20.294179,645.0
1802,1802,2018-06-17 17:40:21.293547,652.0
1803,1803,2018-06-17 17:40:22.292905,661.0
1804,1804,2018-06-17 17:40:23.292217,680.0
1805,1805,2018-06-17 17:40:24.291616,695.0
1806,1806,2018-06-17 17:40:25.295071,706.0
1807,1807,2018-06-17 17:40:26.294433,712.0
1808,1808,2018-06-17 17:40:27.293795,710.0
1809,1809,2018-06-17 17:40:28.293152,708.0
1810,1810,2018-06-17 17:40:29.296626,699.0
1811,1811,2018-06-17 17:40:30.295992,683.0
1812,1812,2018-06-17 17:40:31.295350,670.0
1813,1813,2018-06-17 17:40:32.294709,658.0
1814,1814,2018-06-17 17:40:33.298153,646.0
1815,1815,2018-06-17 17:40:34.297522,640.0
1816,1816,2018-06-17 17:40:35.296882,637.0
1817,1817,2018-06-17 17:40:36.296196,636.0
1818,1818,2018-06-17 17:40:37.299707,636.0
1819,1819,2018-06-17 17:40:38.299088,635.0
1820,1820,2018-06-17 17:40:39.298430,636.0
1821,1821,2018-06-17 17:40:40.297746,639.0
1822,1822,2018-06-17 17:40:41.297112,644.0
1823,1823,2018-06-17 17:40:42.300599,649.0
1824,1824,2018-06-17 17:40:43.299919,655.0
1825,1825,2018-06-17 17:40:44.299337,669.0
1826,1826,2018-06-17 17:40:45.298638,683.0
1827,1827,2018-06-17 17:40:46.302111,697.0
1828,1828,2018-06-17 17:40:47.301556,708.0
1829,1829,2018-06-17 17:40:48.300875,711.0
1830,1830,2018-06-17 17:40:49.300238,711.0
1831,1831,2018-06-17 17:40:50.303687,709.0
1832,1832,2018-06-17 17:40:51.303051,704.0
1833,1833,2018-06-17 17:40:52.302407,693.0
1834,1834,2018-06-17 17:40:53.301755,681.0
1835,1835,2018-06-17 17:40:54.305240,671.0
1836,1836,2018-06-17 17:40:55.304639,662.0
1837,1837,2018-06-17 17:40:56.303948,653.0
1838,1838,2018-06-17 17:40:57.303274,644.0
1839,1839,2018-06-17 17:40:58.302672,640.0
1840,1840,2018-06-17 17:40:59.306128,638.0
1841,1841,2018-06-17 17:41:00.305494,635.0
1842,1842,2018-06-17 17:41:01.304848,634.0
1843,1843,2018-06-17 17:41:02.304204,634.0
1844,1844,2018-06-17 17:41:03.307681,635.0
1845,1845,2018-06-17 17:41:04.307052,635.0
1846,1846,2018-06-17 17:41:05.306410,637.0
1847,1847,2018-06-17 17:41:06.305761,640.0
1848,1848,2018-06-17 17:41:07.309211,644.0
1849,1849,2018-06-17 17:41:08.308585,648.0
1850,1850,2018-06-17 17:41:09.307938,653.0
1851,1851,2018-06-17 17:41:10.307294,658.0
1852,1852,2018-06-17 17:41:11.310771,667.0
1853,1853,2018-06-17 17:41:12.310135,677.0
1854,1854,2018-06-17 17:41:13.309490,687.0
1855,1855,2018-06-17 17:41:14.308820,696.0
1856,1856,2018-06-17 17:41:15.308157,703.0
1857,1857,2018-06-17 17:41:16.311655,709.0
1858,1858,2018-06-17 17:41:17.310972,713.0
1859,1859,2018-06-17 17:41:18.310382,711.0
1860,1860,2018-06-17 17:41:19.309739,710.0
1861,1861,2018-06-17 17:41:20.313214,709.0
1862,1862,2018-06-17 17:41:21.312577,705.0
1863,1863,2018-06-17 17:41:22.311935,700.0
1864,1864,2018-06-17 17:41:23.311294,690.0
1865,1865,2018-06-17 17:41:24.314736,680.0
1866,1866,2018-06-17 17:41:25.314107,671.0
1867,1867,2018-06-17 17:41:26.313475,661.0
1868,1868,2018-06-17 17:41:27.312875,651.0
1869,1869,2018-06-17 17:41:28.316296,642.0
1870,1870,2018-06-17 17:41:29.315663,639.0
1871,1871,2018-06-17 17:41:30.314998,636.0
1872,1872,2018-06-17 17:41:31.314375,634.0
1873,1873,2018-06-17 17:41:32.313685,634.0
1874,1874,2018-06-17 17:41:33.317183,635.0
1875,1875,2018-06-17 17:41:34.316552,636.0
1876,1876,2018-06-17 17:41:35.315943,640.0
1877,1877,2018-06-17 17:41:36.315268,645.0
1878,1878,2018-06-17 17:41:37.318738,651.0
1879,1879,2018-06-17 17:41:38.318099,657.0
1880,1880,2018-06-17 17:41:39.317437,671.0
1881,1881,2018-06-17 17:41:40.316757,685.0
1882,1882,2018-06-17 17:41:41.320269,698.0
1883,1883,2018-06-17 17:41:42.319639,708.0
1884,1884,2018-06-17 17:41:43.318995,711.0
1885,1885,2018-06-17 17:41:44.318350,711.0
1886,1886,2018-06-17 17:41:45.321797,710.0
1887,1887,2018-06-17 17:41:46.321173,708.0
1888,1888,2018-06-17 17:41:47.320524,703.0
1889,1889,2018-06-17 17:41:48.319872,693.0
1890,1890,2018-06-17 17:41:49.319236,683.0
1891,1891,2018-06-17 17:41:50.322710,673.0
1892,1892,2018-06-17 17:41:51.322079,665.0
1893,1893,2018-06-17 17:41:52.321422,656.0
1894,1894,2018-06-17 17:41:53.320792,648.0
1895,1895,2018-06-17 17:41:54.324244,642.0
1896,1896,2018-06-17 17:41:55.323607,640.0
1897,1897,2018-06-17 17:41:56.322959,637.0
1898,1898,2018-06-17 17:41:57.322351,636.0
1899,1899,2018-06-17 17:41:58.325799,636.0
1900,1900,2018-06-17 17:41:59.325163,633.0
1901,1901,2018-06-17 17:42:00.324521,635.0
1902,1902,2018-06-17 17:42:01.323876,635.0
1903,1903,2018-06-17 17:42:02.327325,635.0
1904,1904,2018-06-17 17:42:03.326655,635.0
1905,1905,2018-06-17 17:42:04.326049,635.0
1906,1906,2018-06-17 17:42:05.325413,635.0
1907,1907,2018-06-17 17:42:06.324775,636.0
1908,1908,2018-06-17 17:42:07.328194,636.0
1909,1909,2018-06-17 17:42:08.327604,637.0
1910,1910,2018-06-17 17:42:09.326963,637.0
1911,1911,2018-06-17 17:42:10.326317,638.0
1912,1912,2018-06-17 17:42:11.329771,639.0
1913,1913,2018-06-17 17:42:12.329137,638.0
1914,1914,2018-06-17 17:42:13.328503,639.0
1915,1915,2018-06-17 17:42:14.327836,639.0
1916,1916,2018-06-17 17:42:15.331324,641.0
1917,1917,2018-06-17 17:42:16.330692,641.0
1918,1918,2018-06-17 17:42:17.330031,642.0
1919,1919,2018-06-17 17:42:18.329402,642.0
1920,1920,2018-06-17 17:42:19.332851,643.0
1921,1921,2018-06-17 17:42:20.332269,643.0
1922,1922,2018-06-17 17:42:21.331580,643.0
1923,1923,2018-06-17 17:42:22.330933,644.0
1924,1924,2018-06-17 17:42:23.330277,644.0
1925,1925,2018-06-17 17:42:24.333764,645.0
1926,1926,2018-06-17 17:42:25.333123,645.0
1927,1927,2018-06-17 17:42:26.332482,646.0
1928,1928,2018-06-17 17:42:27.331841,646.0
1929,1929,2018-06-17 17:42:28.335318,646.0
1930,1930,2018-06-17 17:42:29.334688,646.0
1931,1931,2018-06-17 17:42:30.334017,646.0
1932,1932,2018-06-17 17:42:31.333373,646.0
1933,1933,2018-06-17 17:42:32.336852,645.0
1934,1934,2018-06-17 17:42:33.336217,645.0
1935,1935,2018-06-17 17:42:34.335573,644.0
1936,1936,2018-06-17 17:42:35.334935,644.0
1937,1937,2018-06-17 17:42:36.338383,643.0
1938,1938,2018-06-17 17:42:37.337749,642.0
1939,1939,2018-06-17 17:42:38.337103,641.0
1940,1940,2018-06-17 17:42:39.336464,640.0
1941,1941,2018-06-17 17:42:40.335819,639.0
1942,1942,2018-06-17 17:42:41.339294,638.0
1943,1943,2018-06-17 17:42:42.338659,637.0
1944,1944,2018-06-17 17:42:43.338020,637.0
1945,1945,2018-06-17 17:42:44.337369,636.0
1946,1946,2018-06-17 17:42:45.340817,636.0
1947,1947,2018-06-17 17:42:46.340189,636.0
1948,1948,2018-06-17 17:42:47.339532,636.0
1949,1949,2018-06-17 17:42:48.338901,635.0
1950,1950,2018-06-17 17:42:49.342375,635.0
1951,1951,2018-06-17 17:42:50.341740,635.0
1952,1952,2018-06-17 17:42:51.341099,635.0
1953,1953,2018-06-17 17:42:52.340507,634.0
1954,1954,2018-06-17 17:42:53.343907,634.0
1955,1955,2018-06-17 17:42:54.343230,634.0
1956,1956,2018-06-17 17:42:55.342629,634.0
1957,1957,2018-06-17 17:42:56.341991,634.0
1958,1958,2018-06-17 17:42:57.341345,634.0
1959,1959,2018-06-17 17:42:58.344819,634.0
1960,1960,2018-06-17 17:42:59.344141,635.0
1961,1961,2018-06-17 17:43:00.343560,635.0
1962,1962,2018-06-17 17:43:01.342895,636.0
1963,1963,2018-06-17 17:43:02.346352,637.0
1964,1964,2018-06-17 17:43:03.345710,638.0
1965,1965,2018-06-17 17:43:04.345076,639.0
1966,1966,2018-06-17 17:43:05.344426,640.0
1967,1967,2018-06-17 17:43:06.347902,641.0
1968,1968,2018-06-17 17:43:07.347278,642.0
1969,1969,2018-06-17 17:43:08.346625,645.0
1970,1970,2018-06-17 17:43:09.345981,649.0
1971,1971,2018-06-17 17:43:10.349426,652.0
1972,1972,2018-06-17 17:43:11.348797,657.0
1973,1973,2018-06-17 17:43:12.348152,660.0
1974,1974,2018-06-17 17:43:13.347510,664.0
1975,1975,2018-06-17 17:43:14.346869,668.0
1976,1976,2018-06-17 17:43:15.350351,671.0
1977,1977,2018-06-17 17:43:16.349706,674.0
1978,1978,2018-06-17 17:43:17.349026,677.0
1979,1979,2018-06-17 17:43:18.348380,680.0
1980,1980,2018-06-17 17:43:19.351830,682.0
1981,1981,2018-06-17 17:43:20.351198,684.0
1982,1982,2018-06-17 17:43:21.350582,686.0
1983,1983,2018-06-17 17:43:22.349956,687.0
